file:///data/Finto-data-update/vocabularies/yso/laki_oikeudenkaynnista_hallintoasioissa	2a13c371061de16d7206b3706aadc78d	2019-08-28	2019-08-28
http://www.yso.fi/onto/yso/Y226597	2ef8e8ea5b5dea9cd0e22d8e9934c6f2	2019-02-01	-
http://www.yso.fi/onto/yso/Y226621	2ae75a6b44c0ca57c96ada6b65476691	2019-02-01	-
http://www.yso.fi/onto/yso/Y226697	c8856226dbf0f9320a54d753d514d593	2019-02-01	-
http://www.yso.fi/onto/yso/Y226699	787c7205132b36b98791bcb390c10273	2019-02-01	-
http://www.yso.fi/onto/yso/Y226706	d88031ea96d16f98a4c40383867d1a4e	2019-02-01	-
http://www.yso.fi/onto/yso/Y226750	736b6dada97a1f4e052d6ae435194abb	2019-02-01	-
http://www.yso.fi/onto/yso/Y226756	16e971403035dbf5f6ba58b4bfb524e0	2019-02-01	-
http://www.yso.fi/onto/yso/Y226763	60351f43d8860ac84af4b8bdd0931ee3	2019-02-01	-
http://www.yso.fi/onto/yso/Y226821	8403f2d6708277c0d9a13a69b5899699	2019-02-01	-
http://www.yso.fi/onto/yso/Y506414	67a08b4ef419f39dc255f69d85c365e8	2019-02-01	-
http://www.yso.fi/onto/yso/Y506491	34eb7986f8bb069083f1ce9051d1a202	2019-02-01	-
http://www.yso.fi/onto/yso/Y506499	9bf1813c75041c1f86fb71c052beabda	2019-02-01	-
http://www.yso.fi/onto/yso/Y506649	06ea7d7050ec0b041666d1beda821d9c	2019-02-01	-
http://www.yso.fi/onto/yso/g3b663586-ce1e-4672-bc15-7d419654d5cc	0f565ed348fac27cd679e024d9060f56	2020-10-09	-
http://www.yso.fi/onto/yso/g92671923-4ac7-4a44-a45d-c59a0f156757	3072425eaaa9246a066d7335cccf7c7a	2020-10-09	-
http://www.yso.fi/onto/yso/gd29d5347-5acc-4a94-b25b-5d2339ee4c31	fa60ea4d718ea909110251a4a264e6a2	2020-10-09	-
http://www.yso.fi/onto/yso/laki_oikeudenkaynnista_hallintoasioissa	15b3ee887ddfef71e0bb38c5fdd6e0a5	2019-08-31	2019-08-30
http://www.yso.fi/onto/yso/p10	0fa16b23dfd5ce22d38cd54d73185fb2	2022-02-15	-
http://www.yso.fi/onto/yso/p100	8c4f2fb23863f6b274e519ec780bdfe5	2022-02-15	-
http://www.yso.fi/onto/yso/p1000	e1bd0e3a123293bb2172d7272dfce3bf	2022-02-15	-
http://www.yso.fi/onto/yso/p10000	e752ad7e406b9955887d31e4690720be	2022-02-15	-
http://www.yso.fi/onto/yso/p10001	9256f60d4fdd9734dbe8062006806ef9	2022-02-15	-
http://www.yso.fi/onto/yso/p10002	f17fdd43000b37a6b79145f6f4331fde	2022-02-15	-
http://www.yso.fi/onto/yso/p10003	3e61041fa6f432cc909db038b0a3b86d	2022-02-15	-
